State,Province,City,Date,Average_Value,Max_Value_of_the_Day,Hour_of_Max_Value ,Pollutant_AQI,Pollutant_Type
ST08,COT45,CT113,2008-12-09,6.583333,13.78,7,14,A
ST08,COT45,CT113,2009-01-06,10.458333,14.76,18,14,A
ST08,COT45,CT113,2009-01-07,13.25,24.82,9,25,A
ST08,COT45,CT113,2009-04-23,1,13.81,6,13,A
ST08,COT45,CT113,2009-07-09,9.2125,13.92,10,14,A
ST08,COT45,CT113,2009-07-25,0.441667,3.12,0,3,A
ST08,COT45,CT113,2009-08-18,2.4625,7.95,6,8,A
ST08,COT45,CT113,2009-12-17,12.054167,17.42,7,17,A
ST08,COT45,CT113,2010-02-13,15.245833,32.42,23,30,A
ST08,COT45,CT113,2010-02-25,20.533333,47.08,7,47,A
ST08,COT45,CT113,2010-08-01,6.968182,11.74,23,11,A
ST08,COT45,CT113,2010-08-29,7.747368,13.9,9,13,A
ST08,COT45,CT113,2010-11-17,25.025,37.86,17,37,A
ST08,COT45,CT113,2010-12-23,14.470833,22.05,17,22,A
ST08,COT45,CT113,2011-01-27,37.608333,53.8,7,51,A
ST08,COT45,CT113,2011-02-06,13.859091,27.83,8,28,A
ST08,COT45,CT113,2011-04-03,5.990909,8.42,22,8,A
ST08,COT45,CT113,2011-04-08,3.895833,7.78,6,7,A
ST08,COT45,CT113,2011-07-16,5.804167,11.38,10,11,A
ST08,COT45,CT113,2011-12-16,6.966667,15.38,2,15,A
ST08,COT45,CT113,2012-02-12,7.972727,11.74,18,11,A
ST08,COT45,CT113,2012-05-24,3.758333,13,5,12,A
ST08,COT45,CT113,2012-06-28,6.317391,16.52,6,16,A
ST08,COT45,CT113,2012-08-16,8.779167,15.3,6,14,A
ST08,COT45,CT113,2012-09-07,4.7625,11.22,7,10,A
ST08,COT45,CT113,2013-01-26,15.158333,23.89,21,24,A
ST08,COT45,CT113,2013-09-21,6.656522,9.29,18,8,A
ST08,COT45,CT113,2013-12-25,17.05,33.4,5,33,A
ST08,COT45,CT113,2014-03-10,16.2125,40.08,10,40,A
ST08,COT45,CT113,2014-04-07,11.1375,19.68,19,20,A
ST08,COT45,CT113,2014-05-07,3.104167,12.09,5,11,A
ST08,COT45,CT113,2014-07-10,5.7,14.54,6,14,A
ST08,COT45,CT113,2014-08-10,7.277273,10.75,7,10,A
ST08,COT45,CT113,2014-09-05,10.391667,22.94,17,22,A
ST08,COT45,CT113,2014-10-28,12.025,29.36,7,29,A
ST08,COT45,CT113,2015-06-03,19.1125,36.53,6,36,A
ST08,COT45,CT113,2015-12-30,6.3125,9.28,18,8,A
ST08,COT45,CT113,2016-02-07,15.763636,26.56,22,26,A
ST08,COT45,CT113,2016-02-22,15.145833,28.24,7,26,A
ST08,COT45,CT113,2016-02-27,21.266667,42.75,8,42,A
ST08,COT45,CT113,2016-03-14,12.695455,25,7,24,A
ST08,COT46,CT59,2000-03-11,14.041667,50.87,20,50,A
ST08,COT46,CT59,2000-04-18,8.782609,43.15,8,44,A
ST08,COT46,CT59,2001-02-03,20.291667,35.87,21,37,A
ST08,COT46,CT59,2001-04-25,10.238095,17.79,6,18,A
ST08,COT46,CT59,2001-05-13,2.714286,4.91,6,5,A
ST08,COT46,CT59,2001-06-24,5.05,10.45,6,10,A
ST08,COT46,CT59,2001-08-12,6.590909,14.19,5,14,A
ST08,COT46,CT59,2001-10-01,15.375,29.53,20,28,A
ST08,COT46,CT59,2001-10-01,5.041667,12.68,6,12,A
ST08,COT46,CT59,2001-10-29,22.875,43.51,18,43,A
ST08,COT46,CT59,2002-02-21,7.625,23.97,23,24,A
ST08,COT46,CT59,2002-07-02,7.166667,19.36,4,19,A
ST08,COT46,CT59,2002-10-12,14.541667,33.65,0,32,A
ST08,COT46,CT59,2002-10-30,17.333333,35.02,0,35,A
ST08,COT46,CT59,2003-01-22,14.416667,33.03,18,32,A
ST08,COT46,CT59,2003-02-15,9.75,18.95,5,19,A
ST08,COT46,CT59,2003-04-10,29.166667,61.24,19,64,A
ST08,COT46,CT59,2003-04-18,1.75,3.94,6,4,A
ST08,COT46,CT59,2003-04-20,4.090909,10.37,2,10,A
ST08,COT46,CT59,2003-08-22,4.5,23.25,6,24,A
ST08,COT46,CT59,2003-10-06,13.833333,38.24,18,38,A
ST08,COT46,CT59,2003-10-18,33.083333,52.9,18,54,A
ST08,COT46,CT59,2004-01-30,16.25,34.75,10,35,A
ST08,COT46,CT59,2004-04-09,13.625,27.01,1,26,A
ST08,COT46,CT59,2004-05-14,12.333333,28.34,1,27,A
ST08,COT46,CT59,2004-07-16,8.708333,23.99,0,25,A
ST08,COT46,CT59,2004-09-28,15.125,22.94,19,24,A
ST08,COT46,CT59,2005-05-01,19,38.97,2,39,A
ST08,COT46,CT59,2005-06-21,3.041667,9.43,5,9,A
ST08,COT46,CT59,2005-06-27,5.666667,12.49,20,12,A
ST08,COT46,CT59,2005-06-30,19.541667,44.05,20,42,A
ST08,COT46,CT59,2005-07-21,7.75,11.36,5,11,A
ST08,COT46,CT59,2005-08-12,8.958333,17.55,10,17,A
ST08,COT46,CT59,2005-08-27,16.166667,30.17,1,30,A
ST08,COT46,CT59,2005-11-04,17.5,38.24,19,37,A
ST08,COT46,CT59,2005-12-27,2.208333,2.82,7,3,A
ST08,COT46,CT59,2005-12-30,16.5,44.01,21,45,A
ST08,COT46,CT59,2006-03-29,16.333333,34.92,9,35,A
ST08,COT46,CT59,2006-04-22,17.291667,38.26,21,38,A
ST08,COT46,CT59,2006-04-28,8.125,24.2,5,25,A
ST08,COT46,CT59,2006-05-09,1.458333,2.88,5,3,A
ST08,COT46,CT59,2006-07-24,15.25,33.33,21,34,A
ST08,COT46,CT59,2006-10-07,13.875,24.5,21,24,A
ST08,COT46,CT59,2007-04-06,9.75,29.34,1,28,A
ST08,COT46,CT59,2007-04-07,7,14.29,20,14,A
ST08,COT46,CT59,2007-06-11,13.541667,30.29,6,29,A
ST08,COT46,CT59,2007-07-28,7.458333,30.21,19,29,A
ST08,COT46,CT59,2007-11-04,25.35,40.26,19,42,A
ST08,COT46,CT59,2008-09-10,13.125,29.49,20,29,A
ST08,COT46,CT59,2009-01-06,7.9875,13.69,22,14,A
ST08,COT46,CT59,2009-05-26,11.816667,19.49,9,18,A
ST08,COT46,CT59,2009-08-19,10.805,45.86,20,44,A
ST08,COT46,CT59,2009-10-15,18.004167,42.14,23,40,A
ST08,COT46,CT59,2010-01-17,18.586364,34.29,3,35,A
ST08,COT46,CT59,2010-07-08,4.729412,7.65,9,8,A
ST08,COT46,CT59,2010-07-31,6.425,12.17,12,12,A
ST08,COT46,CT59,2010-10-02,10.745455,27.54,2,27,A
ST08,COT46,CT59,2011-01-19,16.46087,35.95,1,37,A
ST08,COT46,CT59,2011-02-11,29.931818,41.56,23,42,A
ST08,COT46,CT59,2011-02-22,24.7125,49.59,0,47,A
ST08,COT46,CT59,2011-04-04,13.83913,51.77,21,51,A
ST08,COT46,CT59,2011-05-19,4.944444,14.62,4,14,A
ST08,COT46,CT59,2011-06-21,12.052174,40.41,23,39,A
ST08,COT46,CT59,2011-11-12,10.666667,20.91,17,21,A
ST08,COT46,CT59,2012-04-09,7.926667,36.19,20,36,A
ST08,COT46,CT59,2012-05-23,6.569565,13.98,2,13,A
ST08,COT46,CT59,2012-05-31,9.279167,26.01,5,25,A
ST08,COT46,CT59,2012-06-28,11.5375,44.32,20,42,A
ST08,COT46,CT59,2012-08-01,5.141667,12.9,6,13,A
ST08,COT46,CT59,2012-08-25,2.878261,13.08,18,12,A
ST08,COT46,CT59,2012-09-10,16.129167,45.6,20,45,A
ST08,COT46,CT59,2013-03-02,26.65,39.41,19,39,A
ST08,COT46,CT59,2013-03-12,14.475,30.44,9,28,A
ST08,COT46,CT59,2013-06-12,14.354167,27.45,5,27,A
ST08,COT46,CT59,2013-06-26,10.178261,23.03,0,22,A
ST08,COT46,CT59,2013-09-05,14.558333,24.68,5,24,A
ST08,COT46,CT59,2013-09-06,8.8,24.54,20,25,A
ST08,COT46,CT59,2013-11-13,15.2375,24.79,18,24,A
ST08,COT46,CT59,2013-12-08,16.718182,39.19,21,38,A
ST08,COT46,CT59,2013-12-27,25.004167,40.54,18,41,A
ST08,COT46,CT59,2014-01-03,24.795833,41.82,20,40,A
ST08,COT46,CT59,2014-01-17,32.6625,56.13,20,57,A
ST08,COT46,CT59,2014-04-05,11.075,33.39,8,32,A
ST08,COT46,CT59,2014-06-27,4.758333,16.89,21,17,A
ST08,COT46,CT59,2014-07-01,3.357143,8.11,7,8,A
ST08,COT46,CT59,2014-07-16,4.1875,10.78,8,10,A
ST08,COT46,CT59,2014-08-02,8.3625,12.38,9,12,A
ST08,COT46,CT59,2014-08-06,7.75,22.94,6,24,A
ST08,COT46,CT59,2014-08-17,9.672727,28.61,20,28,A
ST08,COT46,CT59,2014-09-28,7.59,21.98,20,22,A
ST08,COT46,CT59,2014-10-28,22.383333,40.39,18,42,A
ST08,COT46,CT59,2014-12-30,14.073913,34.66,3,33,A
ST08,COT46,CT59,2015-02-25,9.566667,17.63,18,17,A
ST08,COT46,CT59,2015-04-16,5.2,13.33,5,13,A
ST08,COT46,CT59,2015-06-26,14.520833,29.63,19,28,A
ST08,COT46,CT59,2015-12-05,25.908333,37.89,9,37,A
ST08,COT46,CT59,2016-01-30,8.358333,31.42,7,30,A
ST08,COT46,CT59,2016-02-25,16.583333,33.08,0,31,A
ST08,COT70,CT03,2008-07-07,1.583333,4.7,22,5,A
ST08,COT70,CT03,2009-03-20,7.041667,36.01,7,36,A
ST08,COT70,CT03,2009-03-25,4.916667,8.66,15,8,A
ST08,COT70,CT03,2009-05-18,5.916667,10.86,5,10,A
ST08,COT70,CT03,2009-07-12,2.05,6.43,11,7,A
ST08,COT70,CT03,2009-08-02,2.181818,6.4,23,7,A
ST08,COT70,CT03,2009-08-10,2.666667,7.87,11,8,A
ST08,COT70,CT03,2009-09-12,3.809524,12.16,22,12,A
ST08,COT70,CT03,2009-10-26,3.291667,5.92,11,6,A
ST08,COT70,CT19,2008-07-02,6.875,14.6,5,14,A
ST08,COT70,CT19,2008-09-04,11.375,31.39,22,32,A
ST08,COT70,CT19,2008-10-30,7.583333,27.75,8,28,A
ST08,COT70,CT19,2009-03-15,9.772727,22.75,20,22,A
ST08,COT70,CT19,2009-07-15,1.791667,4.81,5,5,A
ST08,COT70,CT19,2009-11-30,10.291667,20.75,20,20,A
ST08,COT70,CT19,2010-03-04,11.083333,37.28,8,38,A
ST08,COT70,CT19,2010-05-01,4.833333,9.48,3,9,A
ST08,COT70,CT19,2010-06-02,2.875,4.85,6,5,A
ST08,COT73,CT54,2013-01-10,7.383333,18.85,21,19,A
ST08,COT73,CT54,2013-02-16,11.490909,25.21,19,24,A
ST08,COT73,CT54,2013-09-07,4.758333,10.52,8,9,A
ST08,COT73,CT54,2013-10-18,9.741667,15.38,3,15,A
ST08,COT73,CT54,2013-12-05,3.575,13.3,0,13,A
ST08,COT73,CT54,2013-12-15,7.686364,28.25,20,28,A
ST09,COT83,CT03,2008-09-29,2.85,13.76,20,13,A
ST09,COT83,CT03,2008-11-23,3.958333,11.93,17,12,A
ST09,COT83,CT03,2009-03-26,0,0,0,0,A
ST09,COT83,CT03,2009-12-24,2.166667,9.87,8,9,A
ST09,COT83,CT03,2010-07-04,1.083333,7.87,23,8,A
ST09,COT83,CT03,2010-09-13,1.5,4.84,8,5,A
ST09,COT83,CT03,2011-06-20,2.5,4.84,6,5,A
ST09,COT83,CT03,2011-07-25,2.833333,10.26,4,10,A
ST09,COT83,CT03,2011-10-03,5.791667,18.38,20,18,A
ST09,COT83,CT03,2012-02-08,6.5,20.07,18,21,A
ST09,COT83,CT03,2012-03-11,7.666667,19.59,1,20,A
ST09,COT83,CT03,2012-06-30,4.958333,15.73,1,15,A
ST09,COT83,CT03,2012-10-26,0.291667,1.9,22,2,A
ST09,COT83,CT03,2013-10-03,3.75,6.57,7,7,A
ST09,COT83,CT03,2014-04-12,2.720833,7.83,1,8,A
ST09,COT83,CT03,2014-10-01,2.575,6.73,7,6,A
ST09,COT83,CT03,2015-01-03,2.370833,5.69,3,5,A
ST09,COT83,CT03,2015-01-26,3.619048,14.2,23,14,A
ST09,COT83,CT03,2015-12-20,4.541667,8.21,2,8,A
ST09,COT83,CT03,2016-01-17,3.033333,9.49,19,9,A
ST09,COT83,CT03,2016-01-21,9.6,24.58,20,25,A
ST10,COT00,CT89,2000-03-31,21.291667,41.53,22,42,A
ST10,COT00,CT89,2001-08-22,24.25,54.73,20,53,A
ST10,COT00,CT89,2002-05-10,10.583333,18.05,0,18,A
ST10,COT00,CT89,2003-04-27,14.458333,48.65,20,50,A
ST10,COT00,CT89,2003-05-25,4.458333,6.86,0,7,A
ST10,COT00,CT89,2003-08-01,6.541667,12.84,1,13,A
ST10,COT00,CT89,2003-08-13,14.625,27.38,23,28,A
ST10,COT00,CT89,2003-09-19,3.833333,16.39,20,17,A
ST10,COT00,CT89,2004-06-03,16.625,36.93,21,37,A
ST10,COT00,CT89,2004-06-25,9.166667,20.9,19,21,A
ST10,COT00,CT89,2004-09-24,16.708333,27.09,3,27,A
ST10,COT00,CT89,2005-05-04,20.083333,41.45,19,41,A
ST10,COT00,CT89,2005-05-12,14.208333,37.12,0,38,A
ST10,COT00,CT89,2005-06-19,5.375,10.09,0,10,A
ST10,COT00,CT89,2005-09-20,15.375,29.74,20,30,A
ST10,COT00,CT89,2006-08-16,18.916667,38.24,23,38,A
ST10,COT00,CT89,2006-09-29,21.769231,30.84,18,31,A
ST10,COT00,CT89,2006-10-18,13.416667,22.76,8,23,A
ST10,COT00,CT89,2007-04-06,12.083333,32.29,22,33,A
ST10,COT00,CT89,2007-04-22,14,28.55,0,28,A
ST10,COT00,CT89,2007-05-13,6.291667,17.39,19,17,A
ST10,COT00,CT89,2007-06-07,14.375,25.45,0,25,A
ST10,COT00,CT89,2007-06-08,17.173913,27.13,5,26,A
ST10,COT00,CT89,2008-04-05,11.458333,25.15,2,25,A
ST10,COT00,CT89,2008-04-22,11.25,28.71,4,29,A
ST10,COT00,CT89,2009-04-03,5.25,7.3,11,8,A
ST10,COT00,CT89,2009-08-19,12.380952,24.73,3,25,A
ST10,COT00,CT89,2010-04-25,3.125,4.82,9,5,A
ST10,COT00,CT89,2010-07-24,6.458333,13.82,1,14,A
ST10,COT00,CT89,2010-09-01,16.541667,38.93,7,38,A
ST10,COT00,CT89,2010-09-24,7,13.18,7,13,A
ST10,COT00,CT89,2010-10-27,6.625,13.71,19,13,A
ST10,COT00,CT89,2011-04-30,5.041667,23.49,19,23,A
ST10,COT00,CT89,2011-06-05,5.5,25.41,0,25,A
ST10,COT00,CT89,2011-06-07,8.791667,18.91,5,19,A
ST10,COT00,CT89,2011-08-26,2,7.64,5,8,A
ST10,COT00,CT89,2012-01-03,4.521739,15.93,7,16,A
ST10,COT00,CT89,2012-02-08,20,33.16,21,33,A
ST10,COT00,CT89,2012-04-10,5.541667,12.94,5,13,A
ST10,COT00,CT89,2012-04-21,2.166667,3.64,6,4,A
ST10,COT00,CT89,2012-08-08,7.375,14.95,4,15,A
ST10,COT00,CT89,2012-08-15,8.541667,15.77,21,15,A
ST10,COT00,CT89,2012-10-07,8.583333,12.98,0,13,A
ST10,COT00,CT89,2012-11-27,25.125,28.91,14,28,A
ST10,COT00,CT89,2013-01-25,14.25,27.23,20,27,A
ST10,COT00,CT89,2013-09-25,11,27.68,18,27,A
ST10,COT00,CT89,2013-11-04,12.333333,24.67,22,25,A
ST10,COT00,CT89,2013-11-05,16.625,27.96,4,28,A
ST10,COT00,CT89,2014-04-07,9.583333,29.59,6,30,A
ST10,COT106,CT62,2000-08-08,15.166667,21.12,6,22,A
ST10,COT106,CT62,2000-09-30,24.625,41.33,19,42,A
ST10,COT106,CT62,2001-09-02,19.125,39.72,20,40,A
ST10,COT106,CT62,2001-09-13,21.875,37.8,8,39,A
ST10,COT106,CT62,2001-10-11,23.916667,40.39,0,40,A
ST10,COT106,CT62,2002-05-19,18.708333,34.44,23,34,A
ST10,COT106,CT62,2002-10-26,17.083333,22.21,21,23,A
ST10,COT106,CT62,2003-09-13,15.75,22.76,21,23,A
ST10,COT106,CT62,2003-09-15,17.25,23.06,13,24,A
ST10,COT106,CT62,2004-04-28,15.333333,29.53,5,28,A
ST10,COT106,CT62,2004-05-19,18.333333,33.32,21,32,A
ST10,COT106,CT62,2004-07-17,28.833333,41.49,0,42,A
ST10,COT106,CT62,2004-07-24,11.583333,34.49,22,35,A
ST10,COT106,CT62,2005-06-28,27.875,50.82,0,50,A
ST10,COT106,CT62,2005-09-25,16.333333,29.11,2,28,A
ST10,COT106,CT62,2006-04-15,6.583333,12.35,19,12,A
ST10,COT106,CT62,2006-06-05,20.458333,33.11,21,34,A
ST10,COT106,CT62,2006-06-22,11.708333,27.41,17,28,A
ST10,COT106,CT62,2006-08-04,13.291667,28.5,22,28,A
ST10,COT106,CT62,2006-09-08,24.875,43.14,20,44,A
ST10,COT106,CT62,2006-10-02,19.041667,29.21,21,30,A
ST10,COT106,CT62,2007-06-13,18.291667,32.12,7,31,A
ST10,COT106,CT62,2008-04-30,17.25,36.75,23,38,A
ST10,COT106,CT62,2008-06-19,15.291667,26.36,21,25,A
ST10,COT106,CT62,2009-07-31,12.875,24.66,21,24,A
ST10,COT106,CT62,2010-07-01,9.570588,18.51,7,18,A
ST10,COT106,CT62,2010-07-20,13.25,23.63,5,24,A
ST10,COT106,CT62,2010-09-30,12.133333,17.41,20,17,A
ST10,COT106,CT62,2010-12-22,17.659091,27.51,0,26,A
ST10,COT106,CT62,2011-03-21,11,29.71,4,30,A
ST10,COT106,CT62,2011-05-20,10.183333,20.41,22,21,A
ST10,COT106,CT62,2011-06-01,5.8375,14.85,5,14,A
ST10,COT106,CT62,2011-06-14,10.083333,20.66,4,20,A
ST10,COT106,CT62,2011-06-16,11.75,23.68,7,25,A
ST10,COT106,CT62,2011-08-24,12.341667,24.56,0,24,A
ST10,COT106,CT62,2011-10-21,4.7,10.05,23,10,A
ST10,COT106,CT62,2012-04-22,3.141667,4.08,1,4,A
ST10,COT106,CT62,2012-06-21,14.375,34.1,0,33,A
ST10,COT106,CT62,2012-07-03,19.583333,43.55,8,42,A
ST10,COT106,CT62,2012-07-09,6.204167,13.8,22,14,A
ST10,COT106,CT62,2012-08-10,7.825,16.5,6,15,A
ST10,COT106,CT62,2012-08-25,13,33.71,0,33,A
ST10,COT106,CT62,2012-08-29,8.9625,16.32,5,16,A
ST10,COT106,CT62,2012-09-07,14.166667,25.74,23,25,A
ST10,COT106,CT62,2013-01-21,7.583333,13.49,9,13,A
ST10,COT106,CT62,2013-02-21,8.515,20.51,20,20,A
ST10,COT106,CT62,2013-03-12,9.125,12.45,6,12,A
ST10,COT106,CT62,2013-03-30,20.029167,32.91,22,32,A
ST10,COT106,CT62,2013-05-01,7.491667,12.79,5,12,A
ST10,COT106,CT62,2013-05-19,4.520833,7.2,22,7,A
ST10,COT106,CT62,2013-09-24,7.425,15.07,21,15,A
ST10,COT106,CT62,2013-11-01,9.041667,25.58,19,26,A
ST10,COT106,CT62,2013-11-06,16.708333,28.91,9,29,A
ST10,COT106,CT62,2014-05-23,4.875,7.29,22,7,A
ST10,COT106,CT62,2014-05-28,10.129167,17.28,5,17,A
ST10,COT106,CT62,2014-06-07,10.266667,21.08,20,20,A
ST10,COT106,CT62,2014-08-12,9.013636,14.67,5,14,A
ST10,COT12,CT69,2001-04-06,30.958333,43.3,9,42,A
ST10,COT12,CT69,2001-04-21,19.625,40.16,22,39,A
ST10,COT12,CT69,2001-05-04,22.25,43.14,8,44,A
ST10,COT12,CT69,2001-09-12,17.45,37.74,19,39,A
ST10,COT12,CT69,2002-05-29,14.833333,32.51,22,32,A
ST10,COT12,CT69,2002-07-22,17,41.06,21,40,A
ST10,COT12,CT69,2003-04-19,6.25,17.23,23,17,A
ST10,COT12,CT69,2003-05-12,10.166667,18.39,5,19,A
ST10,COT12,CT69,2003-09-10,11.166667,21.55,9,21,A
ST10,COT12,CT69,2003-10-08,21.47619,40.66,19,41,A
ST10,COT12,CT69,2004-08-30,7.333333,16.95,21,17,A
ST10,COT12,CT69,2005-04-02,8.75,28.31,2,29,A
ST10,COT12,CT69,2005-06-10,10.333333,17.57,7,18,A
ST10,COT12,CT69,2005-06-29,16.363636,30.15,20,30,A
ST10,COT12,CT69,2005-07-26,9.958333,21.02,8,22,A
ST10,COT12,CT69,2006-09-05,8.416667,11.53,20,11,A
ST10,COT12,CT69,2006-10-19,7.75,15.57,6,16,A
ST10,COT12,CT69,2007-03-31,17.416667,19.09,9,19,A
ST10,COT12,CT69,2007-08-31,1.916667,5.47,21,6,A
ST10,COT12,CT69,2008-05-02,8.041667,18.39,1,18,A
ST10,COT12,CT69,2008-08-13,8.7,18.31,19,18,A
ST10,COT12,CT69,2008-09-12,13.875,22.05,17,22,A
ST10,COT123,CT127,2000-07-24,16,24.67,10,24,A
ST10,COT123,CT127,2000-09-07,10.666667,15.98,20,16,A
ST10,COT123,CT127,2000-10-03,21.458333,37.7,18,37,A
ST10,COT123,CT127,2001-04-21,22.5,33.5,1,32,A
ST10,COT123,CT127,2001-08-11,9.875,26.56,21,26,A
ST10,COT123,CT127,2001-09-04,12.913043,20.92,22,21,A
ST10,COT123,CT127,2002-04-01,10.727273,31.74,20,32,A
ST10,COT123,CT127,2002-08-08,9.416667,20.76,20,21,A
ST10,COT123,CT127,2002-08-29,7.833333,18.68,20,19,A
ST10,COT123,CT127,2002-08-30,11.041667,20.89,22,21,A
ST10,COT123,CT127,2002-09-21,11.916667,21.15,20,22,A
ST10,COT123,CT127,2002-10-05,7.791667,18.74,18,18,A
ST10,COT123,CT127,2003-04-05,8.083333,16.3,9,16,A
ST10,COT123,CT127,2003-05-20,12.5,25.46,8,25,A
ST10,COT123,CT127,2003-07-15,7.208333,12.82,7,12,A
ST10,COT123,CT127,2004-10-24,9.26087,14.52,17,14,A
ST10,COT123,CT127,2005-04-27,5.833333,11.73,20,11,A
ST10,COT123,CT127,2005-08-05,14.708333,30.65,6,29,A
ST10,COT123,CT127,2006-04-04,5.791667,12.07,22,12,A
ST10,COT123,CT127,2006-09-05,12.916667,17.34,18,18,A
ST10,COT123,CT127,2008-09-19,6.791667,12.7,19,12,A
ST10,COT123,CT127,2009-05-25,3.416667,6.6,0,7,A
ST10,COT123,CT127,2009-07-13,7.347826,11.93,1,12,A
ST10,COT123,CT127,2009-07-27,5.869565,11.21,21,11,A
ST10,COT123,CT127,2010-05-29,9.208333,20.03,12,20,A
ST10,COT123,CT127,2010-09-14,8.875,15.73,18,15,A
ST10,COT123,CT127,2011-06-16,6.944444,13.12,9,13,A
ST10,COT123,CT127,2011-07-01,9.541667,19.17,12,19,A
ST10,COT123,CT127,2011-10-06,13.833333,26.3,18,26,A
ST10,COT123,CT127,2011-12-09,16.833333,24.72,17,25,A
ST10,COT123,CT127,2012-08-22,7.041667,16.62,11,17,A
ST10,COT123,CT127,2013-09-28,3.958333,9.71,9,9,A
ST10,COT123,CT127,2014-03-23,5.833333,14.68,2,15,A
ST10,COT123,CT127,2014-07-13,2.25,5.53,21,6,A
ST10,COT123,CT127,2014-11-08,8.416667,19.22,1,20,A
ST10,COT123,CT127,2015-04-30,16.375,31.27,7,32,A
ST10,COT123,CT127,2015-08-27,7.916667,14.7,12,14,A
ST10,COT123,CT127,2015-11-22,2.583333,7.78,19,8,A
ST10,COT123,CT127,2016-02-22,13,22.09,20,22,A
ST10,COT124,CT134,2000-07-31,7.708333,13.27,5,13,A
ST10,COT124,CT134,2001-04-16,19.416667,34.45,20,34,A
ST10,COT124,CT134,2001-10-02,31,55.26,19,53,A
ST10,COT124,CT134,2001-10-19,26.291667,35.6,2,34,A
ST10,COT124,CT134,2002-08-30,16.291667,25.38,20,25,A
ST10,COT124,CT134,2002-09-26,18.041667,23.73,5,24,A
ST10,COT124,CT134,2002-10-31,20.541667,34.57,18,33,A
ST10,COT124,CT134,2004-08-07,8.666667,15.56,21,16,A
ST10,COT124,CT134,2005-04-20,30.875,55.03,6,53,A
ST10,COT124,CT134,2005-06-13,7.5,11.24,17,11,A
ST10,COT124,CT134,2005-08-18,15.083333,28.7,2,27,A
ST10,COT124,CT134,2006-06-17,14.375,40.18,1,41,A
ST10,COT124,CT134,2006-09-13,13.666667,18.11,7,18,A
ST10,COT124,CT134,2007-09-19,15.318182,23.96,7,25,A
ST10,COT124,CT134,2008-06-09,10.166667,20.34,4,20,A
ST10,COT124,CT134,2009-04-22,17.791667,37.49,4,36,A
ST10,COT124,CT134,2009-07-12,6.541667,17.41,21,17,A
ST10,COT124,CT134,2010-08-31,22.826087,47.26,19,45,A
ST10,COT124,CT134,2010-09-23,9.416667,26.15,0,25,A
ST10,COT124,CT134,2011-03-25,11.791667,20.45,6,20,A
ST10,COT124,CT134,2011-08-22,8.666667,20.56,5,20,A
ST10,COT124,CT134,2011-09-23,7.708333,12.59,19,12,A
ST10,COT124,CT134,2012-03-23,8.166667,17.4,19,17,A
ST10,COT124,CT134,2012-09-22,4.291667,11.87,22,11,A
ST10,COT124,CT134,2012-10-26,7.916667,14.21,23,14,A
ST10,COT124,CT134,2012-12-01,18.708333,27.12,2,27,A
ST10,COT124,CT134,2013-02-07,15.5,28.35,0,27,A
ST10,COT124,CT134,2013-06-25,5.958333,20.48,5,21,A
ST10,COT124,CT134,2014-03-08,20.583333,38.55,0,38,A
ST10,COT124,CT134,2014-04-10,15.791667,42.49,7,42,A
ST10,COT124,CT134,2015-01-28,15.458333,38.75,22,38,A
ST10,COT124,CT134,2015-12-21,14.913043,29.87,22,30,A
ST10,COT124,CT134,2015-12-29,13.875,23.47,16,24,A
ST10,COT125,CT67,2000-04-11,20.291667,35.57,15,37,A
ST10,COT125,CT67,2000-05-23,32.083333,39.39,0,40,A
ST10,COT125,CT67,2000-06-09,25.095238,50.93,20,51,A
ST10,COT125,CT67,2001-07-16,16.125,24.04,8,25,A
ST10,COT125,CT67,2001-10-19,27.25,39.9,18,39,A
ST10,COT125,CT67,2002-10-25,13.666667,18.48,17,18,A
ST10,COT125,CT67,2003-05-11,13.208333,21.06,0,21,A
ST10,COT125,CT67,2003-08-23,9.666667,19.62,21,20,A
ST10,COT125,CT67,2003-09-24,16.875,30.83,12,30,A
ST10,COT125,CT67,2003-10-13,16.583333,32.87,17,34,A
ST10,COT125,CT67,2003-10-22,5.916667,11,7,11,A
ST10,COT125,CT67,2003-10-25,20.75,28.41,19,28,A
ST10,COT125,CT67,2004-05-05,16.333333,24.83,0,25,A
ST10,COT125,CT67,2004-07-10,12.041667,22.88,22,24,A
ST10,COT125,CT67,2004-08-04,11.416667,17.43,11,18,A
ST10,COT125,CT67,2004-10-12,14.625,29.43,17,28,A
ST10,COT125,CT67,2005-06-29,14.333333,24.71,1,24,A
ST10,COT125,CT67,2006-09-11,10.333333,18.06,14,18,A
ST10,COT125,CT67,2006-09-20,10.833333,19.66,20,19,A
ST10,COT125,CT67,2007-07-14,13.583333,21.99,7,22,A
ST10,COT125,CT67,2008-05-12,6.583333,10.65,19,10,A
ST10,COT125,CT67,2008-06-03,18.875,26.68,6,27,A
ST10,COT17,CT128,2000-04-03,18.863636,29.08,3,29,A
ST10,COT17,CT128,2000-06-28,13.458333,29.26,23,29,A
ST10,COT17,CT128,2000-07-10,5.25,27.42,23,26,A
ST10,COT17,CT128,2000-07-14,20.916667,31.4,8,31,A
ST10,COT17,CT128,2000-08-24,20.125,70.76,9,74,A
ST10,COT17,CT128,2000-08-29,12.136364,19.7,0,19,A
ST10,COT17,CT128,2001-04-02,12.75,28.35,22,28,A
ST10,COT17,CT128,2001-04-20,35.5,54.42,8,52,A
